B2,B3,B4,B8,B11,B12,latitude,longitude
992.0,889.0,1048.0,1582.0,2617.0,1994.0,-15.665696454858255,35.13142372620828
996.0,906.0,1071.0,1626.0,2617.0,1994.0,-15.665695546907623,35.13151697300986
981.0,883.0,1037.0,1626.0,2573.0,1907.0,-15.66569463891734,35.13161021980535
955.0,854.0,1006.0,1589.0,2573.0,1907.0,-15.665693730887408,35.13170346659474
911.0,812.0,896.0,1415.0,2111.0,1558.0,-15.665692822817823,35.13179671337805
1012.0,886.0,1020.0,1642.0,2111.0,1558.0,-15.665691914708585,35.13188996015526
1083.0,1048.0,1124.0,1729.0,2111.0,1475.0,-15.6656910065597,35.13198320692637
985.0,902.0,915.0,1988.0,2111.0,1475.0,-15.665690098371158,35.1320764536914
963.0,895.0,974.0,1894.0,2462.0,1774.0,-15.665689190142967,35.132169700450326
986.0,900.0,977.0,1697.0,2462.0,1774.0,-15.665688281875125,35.13226294720315
981.0,905.0,985.0,1660.0,2503.0,1761.0,-15.665687373567632,35.132356193949896
1017.0,943.0,1056.0,1678.0,2503.0,1761.0,-15.665686465220485,35.13244944069053
991.0,938.0,1072.0,1805.0,2614.0,1826.0,-15.66568555683369,35.13254268742508
1035.0,978.0,1110.0,1909.0,2614.0,1826.0,-15.665684648407243,35.13263593415353
973.0,945.0,1086.0,1885.0,2530.0,1700.0,-15.665683739941144,35.132729180875884
959.0,885.0,999.0,1840.0,2530.0,1700.0,-15.665682831435394,35.13282242759214
939.0,861.0,949.0,1810.0,2384.0,1719.0,-15.665681922889991,35.1329156743023
956.0,893.0,929.0,1890.0,2384.0,1719.0,-15.66568101430494,35.13300892100637
1034.0,999.0,1131.0,1748.0,3106.0,2113.0,-15.665680105680233,35.13310216770434
1019.0,895.0,1089.0,1791.0,3106.0,2113.0,-15.665679197015882,35.13319541439621
1139.0,1461.0,1519.0,2213.0,3911.0,3464.0,-15.665678288311874,35.133288661081984
1157.0,1436.0,1839.0,2447.0,3911.0,3464.0,-15.665677379568214,35.13338190776165
1075.0,1047.0,1277.0,1827.0,3209.0,2471.0,-15.665676470784906,35.13347515443523
1005.0,977.0,1170.0,1724.0,3209.0,2471.0,-15.665675561961946,35.133568401102714
985.0,895.0,1018.0,1664.0,2482.0,1896.0,-15.665674653099334,35.133661647764086
994.0,944.0,1154.0,1711.0,2482.0,1896.0,-15.665673744197072,35.133754894419376
990.0,919.0,1203.0,1620.0,2450.0,1877.0,-15.665672835255156,35.133848141068555
946.0,892.0,1205.0,1541.0,2450.0,1877.0,-15.66567192627359,35.13394138771163
924.0,917.0,1224.0,1574.0,2396.0,1863.0,-15.665671017252377,35.134034634348616
961.0,930.0,1305.0,1721.0,2396.0,1863.0,-15.66567010819151,35.1341278809795
1004.0,1018.0,1328.0,1894.0,2544.0,1899.0,-15.66566919909099,35.134221127604285
963.0,915.0,1192.0,1699.0,2544.0,1899.0,-15.66566828995082,35.13431437422296
1007.0,958.0,1197.0,1658.0,2654.0,1995.0,-15.665667380771,35.134407620835546
1029.0,978.0,1195.0,1662.0,2654.0,1995.0,-15.66566647155153,35.13450086744203
1030.0,950.0,1152.0,1635.0,2730.0,2076.0,-15.665665562292403,35.1345941140424
