B2,B3,B4,B8,B11,B12,longitude,latitude
1378.0,1370.0,1483.0,2155.0,2066.0,1767.0,34.99923260288616,-15.776007203458166
1159.0,1130.0,1224.0,1856.0,2171.0,1898.0,34.99932590772962,-15.776006345957683
1304.0,1282.0,1386.0,1918.0,2171.0,1898.0,34.999419212567354,-15.776005488417246
1647.0,1578.0,1700.0,2086.0,2147.0,1908.0,34.99951251739937,-15.77600463083685
1526.0,1484.0,1552.0,1810.0,2147.0,1908.0,34.999605822225654,-15.776003773216495
1461.0,1396.0,1562.0,1841.0,1976.0,1753.0,34.99969912704621,-15.776002915556186
1344.0,1313.0,1405.0,1819.0,1976.0,1753.0,34.99979243186104,-15.776002057855916
1276.0,1259.0,1287.0,1566.0,1980.0,1717.0,34.99988573667014,-15.776001200115688
1310.0,1219.0,1272.0,1660.0,1980.0,1717.0,34.9999790414735,-15.776000342335504
1319.0,1336.0,1464.0,2035.0,2363.0,2035.0,35.000072346271146,-15.775999484515365
1267.0,1318.0,1392.0,1987.0,2363.0,2035.0,35.00016565106306,-15.775998626655266
1283.0,1274.0,1343.0,2155.0,2648.0,2226.0,35.00025895584924,-15.775997768755209
1388.0,1357.0,1487.0,2217.0,2648.0,2226.0,35.00035226062969,-15.775996910815195
1426.0,1492.0,1599.0,2265.0,2481.0,2010.0,35.00044556540441,-15.775996052835223
1377.0,1528.0,1563.0,1970.0,2481.0,2010.0,35.00053887017341,-15.775995194815296
1467.0,1381.0,1362.0,2292.0,1885.0,1446.0,35.000632174936676,-15.77599433675541
1049.0,947.0,883.0,2069.0,1885.0,1446.0,35.000725479694204,-15.775993478655566
1016.0,944.0,888.0,1951.0,1887.0,1495.0,35.000818784446004,-15.775992620515764
1229.0,1163.0,1171.0,1794.0,1887.0,1495.0,35.00091208919208,-15.775991762336005
1371.0,1315.0,1436.0,1858.0,1935.0,1581.0,35.00100539393241,-15.77599090411629
1292.0,1293.0,1435.0,2149.0,2283.0,1924.0,34.99923348840664,-15.776097554100987
1217.0,1258.0,1444.0,2032.0,2400.0,2073.0,34.99932679329137,-15.776096696595344
1371.0,1372.0,1467.0,1868.0,2400.0,2073.0,34.99942009817036,-15.776095839049749
1637.0,1592.0,1752.0,2071.0,2378.0,2108.0,34.999513403043636,-15.77609498146419
1679.0,1468.0,1558.0,1869.0,2378.0,2108.0,34.99960670791118,-15.77609412383868
1345.0,1394.0,1460.0,1885.0,2043.0,1757.0,34.999700012773,-15.77609326617321
1235.0,1252.0,1292.0,2032.0,2043.0,1757.0,34.99979331762908,-15.776092408467779
1202.0,1152.0,1212.0,1669.0,1945.0,1639.0,34.999886622479444,-15.776091550722393
1319.0,1231.0,1315.0,1702.0,1945.0,1639.0,34.99997992732407,-15.77609069293705
1413.0,1357.0,1499.0,1912.0,2364.0,2021.0,35.000073232162976,-15.776089835111746
1323.0,1360.0,1530.0,2124.0,2364.0,2021.0,35.00016653699615,-15.776088977246488
1301.0,1270.0,1444.0,2411.0,2540.0,2051.0,35.000259841823585,-15.776088119341269
1384.0,1402.0,1575.0,2154.0,2540.0,2051.0,35.0003531466453,-15.776087261396093
1415.0,1443.0,1514.0,1848.0,2179.0,1803.0,35.000446451461286,-15.776086403410961
1408.0,1240.0,1298.0,1797.0,2179.0,1803.0,35.00053975627154,-15.77608554538587
1174.0,1021.0,1003.0,1911.0,1954.0,1611.0,35.00063306107606,-15.776084687320822
1070.0,1087.0,1014.0,1874.0,1954.0,1611.0,35.000726365874854,-15.776083829215816
1337.0,1235.0,1316.0,2011.0,2065.0,1706.0,35.00081967066791,-15.776082971070851
1124.0,1177.0,1305.0,1949.0,2065.0,1706.0,35.00091297545524,-15.77608211288593
1254.0,1222.0,1318.0,2073.0,2046.0,1687.0,35.001006280236844,-15.776081254661051
1133.0,1165.0,1217.0,2035.0,2046.0,1687.0,35.0010995850127,-15.776080396396216
1114.0,1106.0,1237.0,2010.0,2293.0,1992.0,35.00119288978284,-15.776079538091421
1160.0,1179.0,1338.0,2042.0,2293.0,1992.0,35.00128619454724,-15.77607867974667
1117.0,1155.0,1212.0,1803.0,2092.0,1820.0,35.00137949930591,-15.77607782136196
1306.0,1118.0,1089.0,1602.0,2092.0,1820.0,35.00147280405885,-15.776076962937294
1245.0,1228.0,1185.0,1548.0,1745.0,1408.0,35.00156610880605,-15.776076104472669
1090.0,1028.0,1033.0,1661.0,1745.0,1408.0,35.00165941354752,-15.776075245968087
1141.0,1040.0,1110.0,1818.0,2052.0,1651.0,35.00175271828326,-15.776074387423549
1144.0,1109.0,1218.0,1915.0,2052.0,1651.0,35.00184602301326,-15.776073528839053
1131.0,1163.0,1290.0,1920.0,2235.0,1881.0,35.00193932773753,-15.776072670214596
1153.0,1127.0,1279.0,1964.0,2235.0,1881.0,35.00203263245606,-15.776071811550185
1214.0,1160.0,1279.0,1871.0,2100.0,1790.0,35.00212593716886,-15.776070952845815
1273.0,1240.0,1462.0,1934.0,2100.0,1790.0,35.00221924187592,-15.77607009410149
1159.0,1161.0,1297.0,1863.0,2127.0,1854.0,35.00231254657725,-15.776069235317204
1259.0,1250.0,1425.0,1903.0,2127.0,1854.0,35.00240585127285,-15.776068376492963
1432.0,1414.0,1623.0,1788.0,2214.0,2085.0,35.002499155962695,-15.776067517628764
1477.0,1449.0,1670.0,1765.0,2214.0,2085.0,35.002592460646824,-15.776066658724606
1224.0,1210.0,1466.0,1694.0,2426.0,2260.0,35.002685765325204,-15.776065799780492
1216.0,1177.0,1657.0,2042.0,2426.0,2260.0,35.00277906999785,-15.776064940796422
1265.0,1276.0,1883.0,2225.0,2655.0,2390.0,35.00287237466477,-15.776064081772393
1392.0,1423.0,1928.0,2316.0,2655.0,2390.0,35.00296567932594,-15.776063222708405
1354.0,1390.0,1668.0,1961.0,2794.0,2486.0,35.003058983981376,-15.776062363604462
1328.0,1282.0,1597.0,2197.0,2794.0,2486.0,35.00315228863108,-15.776061504460559
1361.0,1559.0,2004.0,2397.0,2774.0,2435.0,35.00324559327503,-15.7760606452767
1379.0,1506.0,1926.0,2296.0,2774.0,2435.0,35.00333889791325,-15.776059786052885
1323.0,1381.0,1720.0,2030.0,2464.0,2175.0,35.00343220254574,-15.776058926789112
1252.0,1278.0,1546.0,1739.0,2464.0,2175.0,35.00352550717248,-15.77605806748538
1215.0,1161.0,1364.0,1591.0,2216.0,1912.0,35.00361881179349,-15.776057208141692
1175.0,1143.0,1277.0,1612.0,2216.0,1912.0,35.00371211640876,-15.77605634875805
1146.0,1125.0,1352.0,1672.0,2074.0,1770.0,35.003805421018285,-15.776055489334448
1163.0,1107.0,1234.0,1632.0,2074.0,1770.0,35.00389872562207,-15.776054629870888
1262.0,1355.0,1468.0,1717.0,1969.0,1737.0,35.003992030220125,-15.77605377036737
1244.0,1176.0,1241.0,1603.0,1969.0,1737.0,35.00408533481243,-15.776052910823896
1191.0,1065.0,1169.0,1705.0,2053.0,1823.0,35.004178639398994,-15.776052051240464
1244.0,1233.0,1307.0,1594.0,2053.0,1823.0,35.004271943979816,-15.776051191617075
1255.0,1211.0,1260.0,1734.0,2231.0,1975.0,35.004365248554905,-15.776050331953728
