,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1257.0,1162.0,1204.0,1570.0,3071.0,2556.0,241,POINT (35.14182211580549 -15.670202941702494),51,-15.67017837,35.14181216,21.6978,0.7457,5GPQ84HR+WPFX,1
1,1203.0,1044.0,1178.0,1533.0,3403.0,2809.0,242,POINT (35.141915364016405 -15.670202029068934),143,-15.67022453,35.14192493,25.8873,0.8035,5GPQ84HR+WQ74,1
2,1242.0,1151.0,1276.0,1761.0,2457.0,2033.0,762,POINT (35.134271806364794 -15.670547764660288),170,-15.67054811,35.13429282,23.6349,0.7152,5GPQ84HM+QPM3,1
3,1257.0,1198.0,1331.0,1731.0,2457.0,2033.0,963,POINT (35.13427274502814 -15.670638108445148),216,-15.6706248,35.13428832,62.2425,0.6435,5GPQ84HM+QP32,1
4,1556.0,1561.0,1590.0,2260.0,3105.0,2628.0,1092,POINT (35.14630179875689 -15.67052046284892),195,-15.67053596,35.1462666,68.389,0.8184,5GPQ84HW+QGJG,1
5,1243.0,1144.0,1299.0,1699.0,2367.0,1967.0,1406,POINT (35.138097824382854 -15.67078147587798),330,-15.67073114,35.13812347,70.3915,0.7944,5GPQ84HQ+P65Q,1
6,1145.0,1062.0,1165.0,1689.0,2258.0,1733.0,1556,POINT (35.13334307079384 -15.670918232207296),80,-15.67094795,35.13332461,47.8395,0.7903,5GPQ84HM+J8G3,1
7,1389.0,1441.0,1379.0,1764.0,2235.0,1770.0,1562,POINT (35.1339025650236 -15.67091277723586),296,-15.67091142,35.13386251,54.2638,0.8173,5GPQ84HM+JGQG,1
8,1288.0,1153.0,1357.0,1859.0,2277.0,1833.0,1566,POINT (35.13427556105477 -15.670909139794936),196,-15.67092474,35.13426902,58.0802,0.7226,5GPQ84HM+JPJ4,1
9,1255.0,1145.0,1196.0,1686.0,2235.0,1770.0,1763,POINT (35.1339035035476 -15.671003121039544),132,-15.67098189,35.13391247,63.6198,0.8138,5GPQ84HM+JH3J,1
10,1170.0,1029.0,1156.0,1829.0,2338.0,1813.0,1765,POINT (35.13409000165726 -15.671001302387404),405,-15.67100689,35.1341285,38.36,0.7755,5GPQ84HM+HMRJ,1
11,1145.0,1069.0,1171.0,1765.0,2158.0,1685.0,1963,POINT (35.133811192972786 -15.6710943741145),313,-15.67109885,35.13379999,26.1515,0.7687,5GPQ84HM+HG74,1
