,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1301.0,1308.0,1568.0,2255.0,3011.0,2296.0,13,POINT (32.87209303114284 -13.793976481815529),330,-13.7939981,32.87207758,22.7233,0.7861,5GRJ6V4C+CR43,1
1,1246.0,1216.0,1307.0,1989.0,2283.0,1729.0,139,POINT (32.88375035728605 -13.793982269718365),193,-13.79400219,32.88372459,157.6008,0.8013,5GRJ6V4M+9FXR,1
2,1167.0,1113.0,1228.0,1860.0,2283.0,1729.0,339,POINT (32.88375031252882 -13.794072691025285),193,-13.79400219,32.88372459,157.6008,0.8013,5GRJ6V4M+9FXR,1
3,1254.0,1203.0,1341.0,1926.0,2402.0,1649.0,147,POINT (32.88449050515577 -13.793982618544629),1244,-13.7939772,32.88450012,208.3059,0.7705,5GRJ6V4M+CR2R,1
4,1127.0,1058.0,1150.0,1914.0,2402.0,1649.0,347,POINT (32.884490460683494 -13.794073039853924),1244,-13.7939772,32.88450012,208.3059,0.7705,5GRJ6V4M+CR2R,1
5,1123.0,1054.0,1147.0,2054.0,2011.0,1382.0,169,POINT (32.88652591190273 -13.793983566328638),259,-13.79398176,32.88658994,164.1189,0.7415,5GRJ6V4P+CJ4Q,1
6,1194.0,1225.0,1482.0,2040.0,2121.0,1570.0,170,POINT (32.88661843039486 -13.793983609009382),259,-13.79398176,32.88658994,164.1189,0.7415,5GRJ6V4P+CJ4Q,1
7,1217.0,1230.0,1608.0,2010.0,2601.0,2260.0,199,POINT (32.88930146680244 -13.793984831607409),41,-13.79398967,32.88928997,47.5644,0.7003,5GRJ6V4Q+CP3F,1
8,1211.0,1160.0,1243.0,1841.0,2233.0,1721.0,350,POINT (32.88476801624679 -13.794073170090249),1414,-13.79407653,32.884827,167.1855,0.7827,5GRJ6V4M+9W8V,1
9,1363.0,1281.0,1316.0,1603.0,2233.0,1721.0,351,POINT (32.88486053476853 -13.79407321343273),1414,-13.79407653,32.884827,167.1855,0.7827,5GRJ6V4M+9W8V,1
10,1249.0,1281.0,1425.0,2039.0,2280.0,1823.0,366,POINT (32.88624831263272 -13.7940738593924),1560,-13.79408505,32.88628185,212.4524,0.8418,5GRJ6V4P+9G7C,1
11,1258.0,1279.0,1450.0,1936.0,2280.0,1823.0,367,POINT (32.88634083115954 -13.794073902177876),1560,-13.79408505,32.88628185,212.4524,0.8418,5GRJ6V4P+9G7C,1
12,1331.0,1267.0,1414.0,1958.0,2360.0,1744.0,374,POINT (32.886988460856024 -13.794074200701427),396,-13.79411651,32.88696771,149.0674,0.7931,5GRJ6V4P+9Q49,1
13,1269.0,1271.0,1505.0,1942.0,2317.0,1944.0,391,POINT (32.888561275896926 -13.794074918585345),776,-13.79406064,32.88855928,9.1539,0.6591,5GRJ6V4Q+9CFH,1
14,1101.0,1015.0,1019.0,2011.0,2138.0,1619.0,394,POINT (32.88883883150167 -13.79407504422635),1123,-13.79408645,32.8889048,57.648,0.7048,5GRJ6V4Q+9H6H,1
15,1178.0,1146.0,1267.0,2017.0,2138.0,1619.0,395,POINT (32.888931350037204 -13.794075086037058),1123,-13.79408645,32.8889048,57.648,0.7048,5GRJ6V4Q+9H6H,1
16,1424.0,1491.0,1769.0,2239.0,2837.0,2264.0,411,POINT (32.871907895630336 -13.794157228021112),309,-13.79415954,32.87190993,70.24,0.7127,5GRJ6V4C+8QMJ,1
