,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1302.0,1226.0,1380.0,1778.0,2705.0,2070.0,613,POINT (34.9415171601597 -15.64306535649408),78,-15.64305476,34.94149875,88.2023,0.8554,5GPP9W4R+QHHX,1
1,1287.0,1199.0,1367.0,1724.0,2671.0,2048.0,2426,POINT (34.94208431920752 -15.643873594060356),62,-15.64392448,34.9420781,101.4107,0.8532,5GPP9W4R+CRP3,1
2,1243.0,1219.0,1454.0,1934.0,2879.0,2151.0,2626,POINT (34.94208517185104 -15.643963948912484),62,-15.64392448,34.9420781,101.4107,0.8532,5GPP9W4R+CRP3,1
3,1164.0,1062.0,1253.0,1417.0,2377.0,1832.0,2908,POINT (34.93108356772504 -15.644241874667284),219,-15.6442481,34.93109589,106.6671,0.8416,5GPP9W4J+8C52,1
4,1133.0,976.0,1183.0,1463.0,2349.0,1713.0,2910,POINT (34.93127006513644 -15.644240231532676),106,-15.64426123,34.93124757,69.859,0.8443,5GPP9W4J+7FXH,1
5,1033.0,941.0,915.0,1731.0,2201.0,1489.0,2936,POINT (34.933694529474806 -15.644218856363578),70,-15.64422881,34.93368066,16.834,0.6285,5GPP9W4M+8F3X,1
6,980.0,874.0,763.0,1704.0,2201.0,1489.0,3136,POINT (34.933695378455994 -15.644309211663137),246,-15.64433144,34.93370866,33.3635,0.8038,5GPP9W4M+7F8P,1
7,1135.0,1084.0,1355.0,1818.0,2808.0,2089.0,3228,POINT (34.9422742260019 -15.644233360970915),182,-15.64421153,34.94229418,53.9894,0.8436,5GPP9W4R+8W7F,1
8,1069.0,1023.0,1231.0,1829.0,2788.0,2121.0,3230,POINT (34.94246072216667 -15.644231708319232),18,-15.64423327,34.94247059,51.2068,0.8015,5GPP9W4R+8X5J,1
9,1063.0,976.0,1151.0,1767.0,2703.0,2023.0,3233,POINT (34.9427404663722 -15.644229229044614),230,-15.64422498,34.94271492,19.1127,0.6265,5GPP9W4V+8385,1
10,1097.0,998.0,1014.0,1633.0,2505.0,1901.0,3532,POINT (34.93332408167383 -15.64449321255025),52,-15.64448835,34.93334292,58.9685,0.8607,5GPP9W4M+684H,1
11,1022.0,940.0,1035.0,1672.0,2322.0,1624.0,3534,POINT (34.933510579065434 -15.644491567484293),114,-15.64448127,34.93351134,45.2106,0.6899,5GPP9W4M+6C2M,1
12,1058.0,942.0,934.0,1822.0,2335.0,1705.0,3932,POINT (34.93332577934784 -15.64467392318373),40,-15.64465718,34.93333475,26.0026,0.7611,5GPP9W4M+48PP,1
13,1135.0,1019.0,1079.0,1798.0,2338.0,1588.0,4137,POINT (34.93379287224389 -15.644760165462491),236,-15.6447563,34.9337884,20.6625,0.7287,5GPP9W4M+3GVJ,1
14,1129.0,1012.0,1157.0,1648.0,2501.0,1860.0,4615,POINT (34.94106796601879 -15.644876583656474),177,-15.6448854,34.94107521,37.7306,0.7475,5GPP9W4R+2CWF,1
15,1132.0,1030.0,1213.0,1668.0,2615.0,2080.0,4616,POINT (34.94116121446224 -15.64487575783036),248,-15.64486796,34.94116995,22.5015,0.6364,5GPP9W4R+3F37,1
16,1086.0,965.0,988.0,1647.0,2126.0,1431.0,4942,POINT (34.93426251322813 -15.645117472490194),222,-15.64512411,34.93426076,41.4516,0.7858,5GPP9W3M+XP23,1
17,1075.0,980.0,1047.0,1722.0,2698.0,1860.0,6124,POINT (34.93258912291099 -15.64567441080922),181,-15.64565645,34.93261509,48.961,0.8248,5GPP9W3M+P2QP,1
18,1152.0,1091.0,1331.0,1746.0,2721.0,2113.0,6238,POINT (34.943219504530646 -15.645580417878032),238,-15.64558915,34.94323282,32.2758,0.6695,5GPP9W3V+Q79F,1
19,998.0,904.0,945.0,1495.0,2393.0,1712.0,6332,POINT (34.93333596585605 -15.645758186918394),98,-15.64576535,34.93330936,40.7485,0.8332,5GPP9W3M+M8V9,1
20,1116.0,1040.0,1190.0,1735.0,2736.0,2141.0,6437,POINT (34.94312710908094 -15.645671599397785),186,-15.64565897,34.9431488,39.7308,0.7796,5GPP9W3V+P7JQ,1
21,1153.0,1080.0,1284.0,1857.0,2721.0,2113.0,6439,POINT (34.94331360645391 -15.645669945872717),212,-15.64567471,34.94330286,24.3878,0.7809,5GPP9W3V+P8M4,1
22,1140.0,1033.0,1176.0,1559.0,2673.0,1963.0,6528,POINT (34.93296381746528 -15.64585183218017),243,-15.64587243,34.9329517,40.6413,0.8378,5GPP9W3M+M543,1
23,1261.0,1135.0,1283.0,1694.0,2532.0,1978.0,6814,POINT (34.94098409222916 -15.645871313338532),198,-15.64586712,34.94098513,31.5497,0.7984,5GPP9W3R+M958,1
24,1008.0,872.0,868.0,1527.0,1991.0,1372.0,6932,POINT (34.93333851260742 -15.64602925283432),105,-15.64602269,34.9333491,22.6147,0.6645,5GPP9W3M+H8X2,1
25,1098.0,989.0,1151.0,1636.0,2388.0,1869.0,7043,POINT (34.94368916149843 -15.645937702598342),136,-15.64594007,34.94368216,22.0512,0.7841,5GPP9W3V+JFF9,1
26,1148.0,1014.0,1034.0,1626.0,1845.0,1233.0,7332,POINT (34.93334021046929 -15.646209963440992),190,-15.64620086,34.93331687,43.3822,0.7776,5GPP9W3M+G88R,1
27,1079.0,1017.0,996.0,1787.0,2034.0,1418.0,7335,POINT (34.93361995887865 -15.646207495498418),73,-15.64621966,34.93359055,54.1729,0.7861,5GPP9W3M+GC89,1
28,1325.0,1224.0,1203.0,1851.0,2509.0,1848.0,7453,POINT (34.94462335678985 -15.64611014025752),135,-15.64611711,34.94466578,74.3031,0.7651,5GPP9W3V+HV37,1
29,1061.0,873.0,819.0,1772.0,1845.0,1233.0,7532,POINT (34.93334105940851 -15.646300318743153),251,-15.64629575,34.93332257,29.6587,0.8141,5GPP9W3M+F8P3,1
30,1077.0,993.0,1121.0,1931.0,2509.0,1848.0,7653,POINT (34.94462421067596 -15.646200494954622),28,-15.64619686,34.94463731,41.0191,0.733,5GPP9W3V+GVC3,1
31,1080.0,991.0,1225.0,1808.0,2565.0,1968.0,7847,POINT (34.944065571131624 -15.646295813289088),25,-15.64631178,34.94405342,33.7083,0.7791,5GPP9W3V+FJFG,1
32,1063.0,970.0,1166.0,1732.0,2500.0,1988.0,8246,POINT (34.94397402943384 -15.646477349883892),203,-15.64648928,34.94397839,31.9304,0.6869,5GPP9W3V+CH5F,1
33,1400.0,1329.0,1351.0,1629.0,2309.0,1563.0,8333,POINT (34.9334377049004 -15.64666091731105),95,-15.64669863,34.93341451,98.9648,0.8594,5GPP9W3M+89F3,1
34,1121.0,1000.0,1047.0,1235.0,1999.0,1568.0,8624,POINT (34.94192425532093 -15.646676246714875),234,-15.64671523,34.94194671,69.7062,0.844,5GPP9W3R+8Q87,1
35,1237.0,1132.0,1282.0,1745.0,2488.0,2044.0,8646,POINT (34.94397573668372 -15.646658059341178),252,-15.64667001,34.94394203,55.8423,0.8326,5GPP9W3V+8HP2,1
36,1505.0,1298.0,1559.0,2114.0,2746.0,2268.0,8648,POINT (34.94416223485613 -15.64665640499272),12,-15.64663265,34.94414325,53.9903,0.826,5GPP9W3V+8MRP,1
37,1108.0,1025.0,1365.0,1781.0,2623.0,2140.0,9044,POINT (34.94379094559765 -15.646840423005342),7,-15.64687465,34.94377941,55.6637,0.8315,5GPP9W3V+7G25,1
38,1001.0,861.0,870.0,1670.0,2041.0,1331.0,9527,POINT (34.932883299396515 -15.64720798444079),143,-15.64721449,34.93287775,26.0347,0.7243,5GPP9W3M+456C,1
39,1173.0,1132.0,1242.0,1538.0,2637.0,2043.0,9715,POINT (34.931765147838505 -15.647308206304343),30,-15.64733085,34.93176759,98.6208,0.8132,5GPP9W3J+3P6P,1
40,1053.0,919.0,954.0,1724.0,2299.0,1661.0,11135,POINT (34.93363609199928 -15.647924245820304),44,-15.64794531,34.93363223,42.5084,0.7128,5GPP9W2M+RFC2,1
