,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1255.0,1249.0,1422.0,1787.0,2145.0,1715.0,11,POINT (34.45039666512855 -13.775901481117462),1320,-13.77590704,34.45036768,37.0891,0.8519,5GRP6FF2+J4QQ,1
1,1513.0,1415.0,1602.0,2095.0,2772.0,2189.0,13,POINT (34.45058162859878 -13.775900391049552),455,-13.77593096,34.45058533,52.428,0.6198,5GRP6FF2+J6GP,1
2,1173.0,1074.0,1083.0,1769.0,1919.0,1445.0,15,POINT (34.44956488659186 -13.775996777220817),203,-13.77604273,34.44958714,132.4634,0.8516,5GRP6CFX+HRP9,1
3,1232.0,1172.0,1299.0,1711.0,1919.0,1445.0,193,POINT (34.44956544387406 -13.77608716973666),203,-13.77604273,34.44958714,132.4634,0.8516,5GRP6CFX+HRP9,1
4,1335.0,1335.0,1521.0,2191.0,2246.0,1761.0,21,POINT (34.45011977738439 -13.775993508453167),104,-13.77607431,34.45007634,196.4237,0.8462,5GRP6FF2+H2G3,1
5,1218.0,1237.0,1254.0,2461.0,2455.0,1826.0,198,POINT (34.45002785305548 -13.77608444583187),104,-13.77607431,34.45007634,196.4237,0.8462,5GRP6FF2+H2G3,1
6,1512.0,1459.0,1605.0,2109.0,2246.0,1761.0,199,POINT (34.45012033487972 -13.776083900946745),104,-13.77607431,34.45007634,196.4237,0.8462,5GRP6FF2+H2G3,1
7,1322.0,1291.0,1547.0,1928.0,2319.0,1838.0,24,POINT (34.45039722272644 -13.775991873600589),491,-13.7759847,34.45036816,35.4542,0.8264,5GRP6FF2+J45Q,1
8,1353.0,1330.0,1450.0,1885.0,1957.0,1486.0,30,POINT (34.450952113302094 -13.775988602957913),1743,-13.77600853,34.45093227,104.8926,0.8298,5GRP6FF2+H9VQ,1
9,1434.0,1528.0,1666.0,1889.0,2161.0,1835.0,32,POINT (34.45113707679516 -13.775987512465909),986,-13.77596157,34.45111616,67.9662,0.8272,5GRP6FF2+JC9G,1
10,1265.0,1167.0,1284.0,1994.0,2463.0,1760.0,66,POINT (34.45428145371635 -13.775968952851636),1888,-13.77594509,34.4543524,245.2132,0.8615,5GRP6FF3+JPH3,1
11,1472.0,1393.0,1489.0,1767.0,2340.0,1766.0,67,POINT (34.45437393532008 -13.775968406372986),1888,-13.77594509,34.4543524,245.2132,0.8615,5GRP6FF3+JPH3,1
12,1232.0,1077.0,1110.0,1407.0,2257.0,1850.0,75,POINT (34.455113788004844 -13.775964033293778),627,-13.77593081,34.45507013,162.6807,0.8131,5GRP6FF4+J2GJ,1
13,1237.0,1197.0,1365.0,2178.0,2542.0,2046.0,97,POINT (34.45714838155778 -13.775951995867606),376,-13.77593094,34.45718624,269.3246,0.8042,5GRP6FF4+JVFQ,1
14,1322.0,1304.0,1498.0,1908.0,2542.0,2046.0,98,POINT (34.457240863036525 -13.775951448312563),376,-13.77593094,34.45718624,269.3246,0.8042,5GRP6FF4+JVFQ,1
