,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1446.0,1347.0,1404.0,1737.0,2294.0,1928.0,19,POINT (35.256925115217896 -14.473707235595487),2676,-14.47373312,35.25692206,155.0028,0.8333,5GQQG7G4+GQ3P,1
1,1455.0,1275.0,1271.0,1852.0,2496.0,1950.0,41,POINT (35.258964982764375 -14.473687648132453),1524,-14.47369135,35.25897876,43.909,0.829,5GQQG7G5+GHH7,1
2,1229.0,1113.0,1205.0,1682.0,2676.0,2289.0,60,POINT (35.26072668409148 -14.473670717474617),2687,-14.47366511,35.26074394,41.6687,0.6128,5GQQG7G6+G7Q9,1
3,1356.0,1312.0,1290.0,1666.0,2468.0,2102.0,62,POINT (35.26091212620356 -14.47366893453384),857,-14.47369267,35.26089817,104.8771,0.8597,5GQQG7G6+G9C8,1
4,1175.0,1017.0,963.0,1245.0,2403.0,2161.0,64,POINT (35.26109756829033 -14.47366715144711),1179,-14.47370949,35.26107363,141.4433,0.8533,5GQQG7G6+GC8M,1
5,1319.0,1252.0,1248.0,1484.0,2608.0,2380.0,147,POINT (35.261098483315685 -14.473757497024229),1179,-14.47370949,35.26107363,141.4433,0.8533,5GQQG7G6+GC8M,1
6,1483.0,1380.0,1449.0,1778.0,2614.0,2303.0,68,POINT (35.261468452387895 -14.473663584835782),2695,-14.4736999,35.2614767,63.6478,0.7494,5GQQG7G6+GHH3,1
7,1156.0,1091.0,1238.0,1832.0,2728.0,2230.0,98,POINT (35.25655514307138 -14.473801140916011),672,-14.47376829,35.25655306,52.5771,0.6289,5GQQG7G4+FJV8,1
8,1292.0,1184.0,1197.0,1843.0,2290.0,1854.0,100,POINT (35.256740585827444 -14.473799361247671),3576,-14.47379025,35.25675684,40.4103,0.8519,5GQQG7G4+FPJ6,1
9,1232.0,1129.0,1237.0,1809.0,2684.0,2324.0,106,POINT (35.257296913944 -14.473794021366915),906,-14.47382803,35.25731093,45.1855,0.8378,5GQQG7G4+FW7X,1
10,1295.0,1206.0,1191.0,1926.0,2473.0,1857.0,112,POINT (35.257853241833075 -14.473788680172532),2279,-14.47384623,35.25782625,143.8954,0.868,5GQQG7G5+F483,1
11,1432.0,1348.0,1269.0,1837.0,2473.0,1857.0,296,POINT (35.257854155554185 -14.473879025951764),2279,-14.47384623,35.25782625,143.8954,0.868,5GQQG7G5+F483,1
12,1218.0,1115.0,1109.0,1868.0,2599.0,2311.0,118,POINT (35.25840956949459 -14.473783337664532),3691,-14.47380818,35.25847106,201.6543,0.8673,5GQQG7G5+F9HJ,1
13,1421.0,1346.0,1388.0,1846.0,2493.0,2190.0,119,POINT (35.258502290749384 -14.47378244711882),3691,-14.47380818,35.25847106,201.6543,0.8673,5GQQG7G5+F9HJ,1
14,1522.0,1344.0,1336.0,1631.0,2493.0,2190.0,303,POINT (35.25850320473261 -14.473872792857502),3691,-14.47380818,35.25847106,201.6543,0.8673,5GQQG7G5+F9HJ,1
15,1437.0,1286.0,1488.0,2002.0,2705.0,2338.0,125,POINT (35.25905861814536 -14.473777103078268),2493,-14.47376154,35.25908805,43.7339,0.8192,5GQQG7G5+FJWH,1
16,1625.0,1520.0,1469.0,1728.0,2608.0,2380.0,148,POINT (35.26119120438702 -14.47375660542033),3857,-14.47375135,35.26116513,85.8214,0.8461,5GQQG7G6+FFVV,1
17,1189.0,1084.0,1173.0,1829.0,2887.0,2276.0,173,POINT (35.263509229112415 -14.473734303463964),762,-14.47376105,35.26348416,94.617,0.8347,5GQQG7G7+F9XF,1
18,1381.0,1240.0,1355.0,1714.0,2290.0,1854.0,283,POINT (35.25664877768689 -14.473890596954597),1720,-14.47394126,35.25660941,206.4962,0.8122,5GQQG7G4+CJH8,1
19,1834.0,1780.0,1631.0,1888.0,2636.0,2333.0,482,POINT (35.25655696947146 -14.473981832635852),1720,-14.47394126,35.25660941,206.4962,0.8122,5GQQG7G4+CJH8,1
20,1652.0,1493.0,1476.0,1657.0,2309.0,2035.0,483,POINT (35.25664969092754 -14.473980942808351),1720,-14.47394126,35.25660941,206.4962,0.8122,5GQQG7G4+CJH8,1
21,1377.0,1280.0,1214.0,1618.0,2290.0,1854.0,284,POINT (35.25674149909921 -14.473889707096394),3427,-14.47389695,35.25675087,105.6154,0.8449,5GQQG7G4+CPR2,1
22,1655.0,1491.0,1432.0,1827.0,2492.0,2009.0,297,POINT (35.257946876884354 -14.473878135619197),2621,-14.47387824,35.25794359,146.6014,0.8721,5GQQG7G5+C5WR,1
23,1461.0,1330.0,1335.0,1695.0,2699.0,2494.0,497,POINT (35.25794779064923 -14.473968481391884),2621,-14.47387824,35.25794359,146.6014,0.8721,5GQQG7G5+C5WR,1
24,1541.0,1508.0,1671.0,2175.0,2733.0,2234.0,300,POINT (35.258225040836926 -14.473875464402552),2206,-14.47393275,35.2583062,311.1512,0.8819,5GQQG7G5+C8FQ,1
25,1464.0,1412.0,1398.0,1811.0,2468.0,2159.0,501,POINT (35.25831867605648 -14.473964919673543),2206,-14.47393275,35.2583062,311.1512,0.8819,5GQQG7G5+C8FQ,1
