,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1115.0,1050.0,1023.0,2012.0,2571.0,1699.0,140,POINT (33.784644882754186 -13.78489176005701),9,-13.78494023,33.78464322,160.1656,0.8554,5GRM6Q8M+2VC8,1
1,1233.0,1144.0,1157.0,1613.0,2193.0,1576.0,319,POINT (33.78464518463406 -13.7849821730882),9,-13.78494023,33.78464322,160.1656,0.8554,5GRM6Q8M+2VC8,1
2,1367.0,1354.0,1616.0,1917.0,2550.0,2015.0,719,POINT (33.784645788400304 -13.785162999148575),22,-13.78513636,33.78466631,115.1109,0.8613,5GRM6Q7M+WVVF,1
3,1251.0,1230.0,1452.0,2098.0,2550.0,2015.0,918,POINT (33.784553583776244 -13.785253707215938),33,-13.78525419,33.78460792,181.7794,0.8589,5GRM6Q7M+VRXV,1
4,1430.0,1461.0,1477.0,1705.0,2550.0,2015.0,919,POINT (33.78464609028669 -13.785253412177758),33,-13.78525419,33.78460792,181.7794,0.8589,5GRM6Q7M+VRXV,1
5,1319.0,1356.0,1567.0,2202.0,2517.0,1862.0,925,POINT (33.78520112930372 -13.785251641218345),74,-13.78535378,33.78522981,553.257,0.7977,5GRM6Q7P+V35V,1
6,1790.0,2002.0,2252.0,2654.0,2748.0,2132.0,1125,POINT (33.78520143140578 -13.785342054234794),74,-13.78535378,33.78522981,553.257,0.7977,5GRM6Q7P+V35V,1
7,2117.0,2285.0,2764.0,3052.0,2637.0,1890.0,1126,POINT (33.78529393793659 -13.78534175895116),74,-13.78535378,33.78522981,553.257,0.7977,5GRM6Q7P+V35V,1
8,2023.0,2121.0,2491.0,2636.0,2748.0,2132.0,1325,POINT (33.785201733510014 -13.78543246725058),74,-13.78535378,33.78522981,553.257,0.7977,5GRM6Q7P+V35V,1
9,1372.0,1492.0,1672.0,2206.0,2818.0,2241.0,1105,POINT (33.783351300333095 -13.785347952604155),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
10,1872.0,2050.0,2573.0,2955.0,2881.0,2291.0,1106,POINT (33.783443806907364 -13.785347658016075),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
11,1310.0,1353.0,1694.0,2095.0,2818.0,2241.0,1304,POINT (33.78325909511365 -13.78543866021541),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
12,1903.0,2124.0,2545.0,2912.0,2818.0,2241.0,1305,POINT (33.78335160172567 -13.785438365660104),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
13,2272.0,2712.0,3311.0,3389.0,2881.0,2291.0,1306,POINT (33.78344410833552 -13.785438071070018),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
14,2173.0,2647.0,3090.0,3363.0,2881.0,2291.0,1307,POINT (33.7835366149432 -13.785437776445155),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
15,1819.0,2108.0,2468.0,3024.0,2451.0,1913.0,1308,POINT (33.783629121548714 -13.785437481785516),81,-13.78563874,33.78360828,3403.283,0.8019,5GRM6Q7M+PCXF,1
