,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1164.0,1050.0,1227.0,1714.0,2557.0,1938.0,106,POINT (34.39584024044053 -13.715198365876278),593,-13.71522175,34.39581307,48.2622,0.8195,5GRP79MW+W882,1
1,1204.0,1124.0,1374.0,1851.0,2794.0,2225.0,121,POINT (34.3972271418943 -13.715190528402353),611,-13.71518989,34.3972068,26.1967,0.7831,5GRP79MW+WVGG,1
2,1192.0,1116.0,1368.0,1803.0,2794.0,2225.0,122,POINT (34.3973196019603 -13.715190005627557),248,-13.71521051,34.39732549,24.8969,0.7484,5GRP79MW+WW8F,1
3,1188.0,1098.0,1352.0,1718.0,2818.0,2325.0,515,POINT (34.39667345040003 -13.715374454416596),113,-13.71537604,34.39666298,11.4864,0.6021,5GRP79MW+RMVR,1
4,1167.0,1094.0,1251.0,1989.0,2641.0,1898.0,706,POINT (34.39584184296611 -13.715469551108788),114,-13.71549353,34.39585683,32.5827,0.7554,5GRP79MW+R857,1
5,1342.0,1337.0,1618.0,1853.0,2673.0,2168.0,911,POINT (34.39630467843732 -13.715557334486336),102,-13.71556757,34.3963193,25.4325,0.7281,5GRP79MW+QGG6,1
6,1203.0,1159.0,1458.0,1950.0,2900.0,2318.0,921,POINT (34.39722928072412 -13.715552108496574),603,-13.71557256,34.39723065,27.6662,0.7257,5GRP79MW+QVH3,1
7,1209.0,1149.0,1412.0,1885.0,2485.0,1887.0,1005,POINT (34.40499592464647 -13.71550807371022),81,-13.71551536,34.40499211,29.1373,0.7131,5GRP7CM3+QXX8,1
8,1287.0,1315.0,1523.0,1916.0,2673.0,2168.0,1111,POINT (34.39630521280087 -13.715647729543935),50,-13.71563993,34.39629403,15.4462,0.7372,5GRP79MW+PGVF,1
9,1193.0,1126.0,1359.0,1752.0,2804.0,2285.0,1123,POINT (34.397414735922936 -13.715641457898515),595,-13.71563467,34.39741093,14.6999,0.7442,5GRP79MW+PXVJ,1
