,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1224.0,1170.0,1413.0,2219.0,2821.0,2233.0,139,POINT (35.4104269282675 -15.425752717474106),94,-15.42574495,35.41046773,44.0924,0.7401,5GPQHCF6+P549,1
1,1081.0,983.0,1155.0,1814.0,2603.0,2017.0,726,POINT (35.40968508853134 -15.426031792758277),5,-15.42601751,35.40966892,20.4144,0.7078,5GPQHCF5+HVV7,1
2,1193.0,1157.0,1274.0,2289.0,2622.0,2027.0,1536,POINT (35.41062046925647 -15.426382993357322),6,-15.42637619,35.41059564,58.1028,0.7734,5GPQHCF6+C6XR,1
3,1330.0,1168.0,1501.0,1923.0,2453.0,2205.0,1728,POINT (35.4098765428006 -15.426481412682124),75,-15.42649042,35.40987967,49.1109,0.8083,5GPQHCF5+CX26,1
4,1144.0,1169.0,1285.0,1952.0,2600.0,2151.0,2321,POINT (35.4092278209601 -15.426759475647431),105,-15.42673935,35.4092351,47.2898,0.8241,5GPQHCF5+8M5G,1
5,1112.0,963.0,1042.0,1874.0,2101.0,1760.0,2326,POINT (35.40969342763507 -15.426754420376984),85,-15.42672468,35.40969737,85.2455,0.662,5GPQHCF5+8V83,1
7,1214.0,1112.0,1424.0,2198.0,3044.0,2195.0,3088,POINT (35.42478213777344 -15.426861084548577),18,-15.42688838,35.42480252,74.0503,0.8058,5GPQHCFF+6WVG,1
8,1045.0,941.0,988.0,1902.0,1954.0,1593.0,3526,POINT (35.409699682250846 -15.427296391057316),101,-15.42730935,35.40970377,146.6307,0.7417,5GPQHCF5+3VGP,1
9,1107.0,1063.0,1121.0,2367.0,2826.0,1996.0,3687,POINT (35.42469216419569 -15.427133084345142),31,-15.4271352,35.4247057,34.1223,0.8136,5GPQHCFF+4VWG,1
10,1031.0,865.0,853.0,1580.0,1857.0,1403.0,3926,POINT (35.40970176717763 -15.427477047944336),81,-15.42747988,35.40973565,67.6748,0.7891,5GPQHCF5+2V5W,1
11,1115.0,1004.0,1039.0,2199.0,2575.0,1688.0,4282,POINT (35.42422970806053 -15.427409153603865),20,-15.42738547,35.42423061,32.8469,0.8109,5GPQHCFF+2MXF,1
12,1104.0,955.0,1022.0,1995.0,2748.0,1909.0,4481,POINT (35.424137636160395 -15.42750049835085),169,-15.42751179,35.4241353,20.1476,0.7515,5GPQHCCF+XMRF,1
13,1100.0,969.0,1070.0,2017.0,2629.0,1837.0,4681,POINT (35.42413868487726 -15.427590825826774),80,-15.42758886,35.42412727,37.964,0.7877,5GPQHCCF+XM6C,1
14,1080.0,988.0,1022.0,1945.0,2477.0,1682.0,4685,POINT (35.42451116759785 -15.427586756461872),22,-15.42757986,35.42452686,34.7862,0.783,5GPQHCCF+XR6X,1
15,1063.0,1019.0,991.0,2092.0,2137.0,1628.0,4729,POINT (35.40998530248302 -15.4278353278552),172,-15.42785677,35.40999885,69.0089,0.7601,5GPQHCC5+VX5Q,1
16,1145.0,1058.0,1111.0,2070.0,2477.0,1682.0,4885,POINT (35.424512216482384 -15.427677083912018),148,-15.42768997,35.42453358,51.5567,0.8247,5GPQHCCF+WRFC,1
17,1165.0,1085.0,1183.0,2072.0,2672.0,1903.0,5085,POINT (35.42451326537381 -15.427767411361362),74,-15.42776801,35.42449985,51.995,0.83,5GPQHCCF+VQX9,1
18,1050.0,895.0,943.0,1949.0,1979.0,1511.0,5131,POINT (35.41017363143941 -15.428013961906542),62,-15.42801925,35.41018284,23.4847,0.6658,5GPQHCC6+Q3V9,1
19,1139.0,1119.0,1155.0,1949.0,2260.0,1818.0,5338,POINT (35.410826527192114 -15.42809720928046),132,-15.4280875,35.41082171,84.0128,0.8125,5GPQHCC6+Q88F,1
20,1137.0,1014.0,1124.0,1876.0,2260.0,1818.0,5538,POINT (35.4108275701961 -15.428187537642666),55,-15.42818431,35.41083914,10.6708,0.6269,5GPQHCC6+P8GQ,1
21,984.0,835.0,821.0,1916.0,2085.0,1618.0,5541,POINT (35.41110693580102 -15.42818450231093),164,-15.42816918,35.41111156,34.0467,0.7638,5GPQHCC6+PCQ8,1
22,1047.0,922.0,997.0,1907.0,2006.0,1518.0,5542,POINT (35.41120005765561 -15.428183490455702),24,-15.42819283,35.41119781,15.8965,0.6671,5GPQHCC6+PFG7,1
24,1195.0,1107.0,1302.0,2003.0,2928.0,2097.0,5705,POINT (35.426378828055284 -15.428018036898166),134,-15.42804931,35.4263871,45.6766,0.8365,5GPQHCCG+QHJ3,1
25,1041.0,922.0,961.0,2205.0,2169.0,1541.0,6126,POINT (35.409713234765206 -15.428470660765582),51,-15.42845637,35.40968571,44.6174,0.8288,5GPQHCC5+JV7Q,1
26,1233.0,1186.0,1356.0,2233.0,2650.0,2027.0,6696,POINT (35.42554598808695 -15.428478836270182),27,-15.42847825,35.42553649,24.2173,0.8001,5GPQHCCG+J63R,1
27,1200.0,1178.0,1406.0,2227.0,2959.0,2167.0,6894,POINT (35.425360795403705 -15.428571199399194),60,-15.42858892,35.42539418,46.5768,0.821,5GPQHCCG+H56G,1
28,1209.0,1137.0,1199.0,2051.0,2650.0,2027.0,6897,POINT (35.42564015851167 -15.42856814570731),191,-15.42857846,35.42561383,30.0953,0.6833,5GPQHCCG+H69W,1
29,1233.0,1187.0,1363.0,2028.0,2795.0,2047.0,7296,POINT (35.425456015178185 -15.428750836297809),157,-15.42876216,35.42544521,56.1674,0.8024,5GPQHCCG+F5WC,1
30,1184.0,1119.0,1299.0,2003.0,2966.0,2257.0,7716,POINT (35.42713429442283 -15.428913162484667),187,-15.42889097,35.42715414,27.3796,0.787,5GPQHCCG+CVR9,1
31,1174.0,1110.0,1286.0,1999.0,2880.0,2262.0,7917,POINT (35.42713534453625 -15.429003489747842),126,-15.42900288,35.42715061,35.1022,0.7969,5GPQHCCG+9VRX,1
32,1143.0,1025.0,1126.0,2120.0,2263.0,1665.0,8341,POINT (35.41046968315205 -15.429456181539985),42,-15.42947708,35.41046779,67.9262,0.8452,5GPQHCC6+654X,1
33,1126.0,1029.0,1127.0,2018.0,2472.0,1649.0,8493,POINT (35.42462421901023 -15.42930196031997),91,-15.42933228,35.42464317,43.0715,0.8334,5GPQHCCF+7V6P,1
34,1147.0,1090.0,1338.0,2168.0,2507.0,1849.0,8539,POINT (35.41019135854042 -15.42954954470722),110,-15.42952138,35.41021851,51.8016,0.7619,5GPQHCC6+53W5,1
35,1220.0,1198.0,1385.0,2225.0,2895.0,2200.0,9708,POINT (35.42546860814746 -15.429834764771808),19,-15.42984263,35.42546938,52.2837,0.7927,5GPQHCCG+3596,1
36,1282.0,1217.0,1435.0,2119.0,2736.0,2049.0,9909,POINT (35.425469657606435 -15.429925092139422),88,-15.42990114,35.4254894,40.9016,0.7196,5GPQHCCG+25QW,1
37,989.0,913.0,849.0,1976.0,2348.0,1710.0,10347,POINT (35.410386990047606 -15.430360476946111),103,-15.4303416,35.41039163,39.5392,0.6789,5GPQHC96+V568,1
38,1046.0,945.0,979.0,2130.0,2407.0,1793.0,10550,POINT (35.41066740174463 -15.430447770106836),89,-15.43047179,35.41066233,45.8747,0.8304,5GPQHC96+R772,1
39,1162.0,1079.0,1234.0,2182.0,2604.0,1936.0,11146,POINT (35.41029803894493 -15.430722802112118),73,-15.43071199,35.41029789,26.3877,0.7614,5GPQHC96+P47G,1
40,1287.0,1325.0,1640.0,2214.0,3058.0,2410.0,11701,POINT (35.4247341267939 -15.430746181385553),147,-15.43077924,35.42471219,72.6805,0.8627,5GPQHC9F+MVPX,1
41,1230.0,1106.0,1189.0,2025.0,2661.0,2039.0,12303,POINT (35.42492351877986 -15.43101512806483),124,-15.43100328,35.42492157,22.511,0.7047,5GPQHC9F+HXVV,1
42,1105.0,976.0,1127.0,2165.0,2559.0,1999.0,12702,POINT (35.42483249515179 -15.43119680065876),129,-15.43119445,35.42482376,103.967,0.7842,5GPQHC9F+GWG7,1
43,1149.0,1121.0,1334.0,2160.0,2559.0,1999.0,12703,POINT (35.42492561740177 -15.431195782853305),118,-15.43121359,35.42493972,38.0183,0.6388,5GPQHC9F+GX8C,1
44,1169.0,1035.0,1249.0,2082.0,2773.0,2083.0,13104,POINT (35.42502083837475 -15.431375419781622),90,-15.43139119,35.42501127,32.44,0.8209,5GPQHC9G+C2R7,1
45,1212.0,1121.0,1324.0,2231.0,2785.0,2111.0,13502,POINT (35.4248366923176 -15.431558110251054),111,-15.43154828,35.42482307,56.2912,0.8421,5GPQHC9F+9WP3,1
46,1205.0,1127.0,1100.0,1990.0,2323.0,1609.0,13538,POINT (35.40956556649759 -15.431814835190004),143,-15.43185053,35.40955388,91.8868,0.8358,5GPQHC95+7R3W,1
47,1169.0,1089.0,1201.0,2316.0,2785.0,2111.0,13702,POINT (35.4248377416263 -15.431648437647116),2,-15.43161813,35.42483813,41.18,0.8365,5GPQHC9F+9W49,1
48,1121.0,1016.0,1163.0,2135.0,2542.0,1771.0,13737,POINT (35.40947348559384 -15.431906175013992),40,-15.43190532,35.40942901,49.2587,0.8098,5GPQHC95+6QMP,1
49,1081.0,943.0,1012.0,2060.0,2280.0,1557.0,14127,POINT (35.42716790147816 -15.431803634507618),142,-15.43183176,35.42713772,50.2059,0.8003,5GPQHC9G+7V6M,1
50,1048.0,901.0,924.0,1772.0,2209.0,1438.0,14316,POINT (35.42614460496794 -15.43190516630566),115,-15.43192186,35.42614417,46.0499,0.7131,5GPQHC9G+6FJ4,1
51,1234.0,1197.0,1479.0,2092.0,2713.0,2083.0,14328,POINT (35.42726207421159 -15.43189294291466),54,-15.43188377,35.4272586,52.4368,0.8385,5GPQHC9G+6WRM,1
52,1032.0,880.0,942.0,1728.0,2209.0,1438.0,14516,POINT (35.426145654867064 -15.43199549361106),166,-15.43201842,35.42616787,101.4282,0.8332,5GPQHC9G+5FV7,1
53,1078.0,978.0,1064.0,1870.0,2215.0,1478.0,15104,POINT (35.42503133243832 -15.432278693597272),122,-15.43229826,35.42502641,121.1909,0.8132,5GPQHC9G+32J5,1
54,1076.0,912.0,921.0,1581.0,2490.0,1787.0,15693,POINT (35.424010129105326 -15.43256087090064),184,-15.4325947,35.42398549,86.508,0.7444,5GPQHC8F+XH98,1
55,1216.0,1211.0,1312.0,2206.0,2593.0,1863.0,16104,POINT (35.42503657972889 -15.432730330474962),125,-15.43274338,35.42502884,35.1053,0.6834,5GPQHC8G+W229,1
56,1249.0,1192.0,1187.0,1986.0,2311.0,1705.0,16123,POINT (35.42680591402109 -15.432710982002703),197,-15.43273295,35.42682662,39.12,0.761,5GPQHC8G+WP4M,1
57,1113.0,1008.0,1144.0,1958.0,2624.0,1904.0,16303,POINT (35.42494450624099 -15.432821675804952),52,-15.43286675,35.42496624,84.1192,0.7331,5GPQHC8F+VX49,1
58,1122.0,1078.0,1218.0,2186.0,2396.0,1736.0,16522,POINT (35.426714891637644 -15.432892655214909),175,-15.43290142,35.42672491,38.6462,0.7247,5GPQHC8G+RMQR,1
59,1110.0,972.0,1021.0,2170.0,2283.0,1550.0,16908,POINT (35.42541326996587 -15.433087567670205),28,-15.43306941,35.42545276,204.8097,0.8591,5GPQHC8G+Q5G7,1
60,1576.0,1537.0,1629.0,1994.0,2283.0,1550.0,16909,POINT (35.42550639301869 -15.433086549499585),28,-15.43306941,35.42545276,204.8097,0.8591,5GPQHC8G+Q5G7,1
61,1146.0,1052.0,1181.0,1882.0,2298.0,1683.0,17108,POINT (35.42541431963312 -15.433177895015133),38,-15.43316878,35.42539797,44.9716,0.8091,5GPQHC8G+P5J8,1
62,1113.0,1059.0,1108.0,2070.0,2736.0,1993.0,17131,POINT (35.42755614902594 -15.433154467079351),168,-15.43313195,35.42757468,43.3816,0.8272,5GPQHC8H+P2WM,1
63,1091.0,1043.0,1114.0,2111.0,2355.0,1634.0,17310,POINT (35.425601615566826 -15.433266185954029),41,-15.43326022,35.42559043,61.2608,0.8171,5GPQHC8G+M6WH,1
64,1116.0,1021.0,1122.0,2152.0,2776.0,1997.0,17929,POINT (35.4273741052521 -15.433517813957003),199,-15.43351528,35.42738979,18.8796,0.698,5GPQHC8G+HXR7,1
65,1046.0,948.0,935.0,1837.0,2478.0,1741.0,17931,POINT (35.42756035146287 -15.433515775876115),99,-15.43352467,35.42754936,13.3581,0.7331,5GPQHC8H+H2V4,1
66,1142.0,1035.0,1115.0,1963.0,2580.0,2012.0,19490,POINT (35.42375069063916 -15.434280144954336),151,-15.43430416,35.42376683,59.8023,0.7096,5GPQHC8F+7GCW,1
67,1149.0,1022.0,1161.0,2055.0,2854.0,2078.0,19492,POINT (35.42393693803169 -15.434278109815914),98,-15.43427706,35.42392637,30.9423,0.6468,5GPQHC8F+7HMW,1
68,1086.0,997.0,1218.0,1930.0,2410.0,1886.0,1,,,-15.425587227011569,35.40902803107841,,,,0
69,1084.0,977.0,1199.0,1833.0,2418.0,1922.0,2,,,-15.425586216194086,35.40912115191839,,,,0
70,1088.0,971.0,1158.0,1804.0,2418.0,1922.0,3,,,-15.42558520533762,35.40921427275152,,,,0
