,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1163.0,1110.0,1261.0,2248.0,2676.0,2001.0,372,POINT (35.58137900203722 -14.941371556312438),53,-14.9413664,35.58139676,60.5564,0.8353,5GQQ3H5J+FH28,1
1,1796.0,1681.0,1794.0,2636.0,2973.0,2481.0,626,POINT (35.56763237562654 -14.941707171973515),55,-14.94171021,35.56762546,42.505,0.8238,5GQQ3H59+836C,1
2,1453.0,1391.0,1419.0,2798.0,2799.0,2102.0,827,POINT (35.56763344975616 -14.941797493416312),112,-14.94180483,35.56764935,39.6214,0.7255,5GQQ3H59+73CX,1
3,1012.0,892.0,833.0,1880.0,2607.0,1918.0,959,POINT (35.579895893410644 -14.941659311634774),25,-14.94165482,35.57989351,22.7945,0.6964,5GQQ3H5H+8XJW,1
4,1170.0,1152.0,1335.0,2269.0,3207.0,2689.0,1166,POINT (35.58045435369009 -14.941743335571406),79,-14.94173508,35.58044643,9.3005,0.6176,5GQQ3H5J+854F,1
5,1236.0,1130.0,1324.0,2229.0,2587.0,1867.0,1176,POINT (35.581383321485355 -14.94173283816905),26,-14.94173695,35.58138304,11.8657,0.6132,5GQQ3H5J+8H2F,1
6,1164.0,1011.0,1182.0,1856.0,2605.0,1781.0,3590,POINT (35.582139457961546 -14.94280828239096),126,-14.94282331,35.58214501,13.2105,0.6807,5GQQ3H4J+VVC4,1
7,1065.0,939.0,897.0,2079.0,2528.0,1760.0,3594,POINT (35.582511046503086 -14.942804080850316),33,-14.94278812,35.58249951,15.3777,0.7336,5GQQ3H4J+VXQH,1
8,1104.0,940.0,940.0,1731.0,2013.0,1333.0,3595,POINT (35.582603943620256 -14.942803030370934),62,-14.94282321,35.58261167,23.8577,0.7593,5GQQ3H4M+V2H4,1
9,1310.0,1235.0,1298.0,2363.0,2587.0,2071.0,4586,POINT (35.581773269989604 -14.94326408545157),98,-14.94328643,35.58176976,45.214,0.8254,5GQQ3H4J+MPJG,1
10,1295.0,1234.0,1308.0,2082.0,2543.0,1914.0,4773,POINT (35.58056668318189 -14.943368055273623),92,-14.94335442,35.58057251,30.9428,0.8072,5GQQ3H4J+M64V,1
11,1200.0,1092.0,1148.0,1928.0,2539.0,1915.0,4973,POINT (35.58056776284436 -14.943458375781292),129,-14.94347506,35.58056222,18.2953,0.6919,5GQQ3H4J+J63X,1
12,1088.0,985.0,1167.0,2044.0,2848.0,2087.0,5483,POINT (35.572210182901514 -14.94382366082701),18,-14.94384679,35.57223802,40.0779,0.7859,5GQQ3H4C+FV94,1
13,1306.0,1241.0,1483.0,2270.0,3129.0,2682.0,5773,POINT (35.58057208156701 -14.94381965780406),168,-14.94379023,35.58058322,39.855,0.782,5GQQ3H4J+F6P8,1
14,1635.0,1557.0,1913.0,2402.0,2912.0,2571.0,5780,POINT (35.581222365289484 -14.943812308686642),48,-14.94377649,35.58121372,48.2498,0.8283,5GQQ3H4J+FFPX,1
15,1124.0,976.0,1147.0,1839.0,2695.0,2118.0,6175,POINT (35.58076003651275 -14.943998199224811),139,-14.9440085,35.58077894,46.4144,0.7098,5GQQ3H4J+98RQ,1
16,1121.0,1019.0,1153.0,1800.0,2776.0,2357.0,6178,POINT (35.58103872976925 -14.943995049563272),141,-14.94400273,35.58105789,37.8785,0.7072,5GQQ3H4J+9CVX,1
17,1221.0,1157.0,1282.0,2143.0,2868.0,2278.0,6382,POINT (35.581411400738254 -14.944081169929309),11,-14.94409165,35.58142897,46.5649,0.8113,5GQQ3H4J+9H78,1
18,1093.0,997.0,1107.0,1980.0,2673.0,2018.0,6684,POINT (35.5723095387722 -14.944364541015537),121,-14.9443664,35.5723265,52.3834,0.8082,5GQQ3H4C+7W47,1
