,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1336.0,1296.0,1375.0,1966.0,2928.0,2308.0,6,POINT (34.28743682047869 -12.922940560249042),1551,-12.92295962,34.28742332,24.9652,0.7755,5GVP37GP+RX7P,1
1,1357.0,1362.0,1432.0,2015.0,2928.0,2308.0,13,POINT (34.28743728370237 -12.923030964984788),136,-12.92304867,34.28742949,19.4533,0.6858,5GVP37GP+QXM4,1
2,1615.0,1563.0,1704.0,2010.0,2928.0,2308.0,14,POINT (34.28752944769666 -12.92303051058532),2252,-12.92304191,34.28753458,39.4993,0.7821,5GVP37GQ+Q2M6,1
3,1916.0,1573.0,2229.0,2367.0,3119.0,2497.0,18,POINT (34.28789810363867 -12.92302869266238),1826,-12.9230426,34.28787687,64.0712,0.7792,5GVP37GQ+Q5J6,1
4,1299.0,1250.0,1501.0,1913.0,3168.0,2552.0,20,POINT (34.28808243158855 -12.923027783505866),2253,-12.92301452,34.28808092,47.0515,0.6956,5GVP37GQ+Q6WG,1
5,1470.0,1311.0,1461.0,1590.0,2552.0,2017.0,57,POINT (34.29149249611929 -12.923010940656704),353,-12.9230177,34.29147522,54.8728,0.7287,5GVP37GR+QHX6,1
6,1467.0,1453.0,1741.0,2111.0,2796.0,2104.0,59,POINT (34.29167682379421 -12.92301002896466),1157,-12.92301478,34.29167354,34.6678,0.6253,5GVP37GR+QMVG,1
7,1508.0,1564.0,1774.0,2225.0,2796.0,2104.0,60,POINT (34.29176898762638 -12.923009573069882),1678,-12.92298836,34.2917766,22.8951,0.7657,5GVP37GR+RP2H,1
8,1740.0,1781.0,2071.0,2445.0,3636.0,2928.0,74,POINT (34.2930592809059 -12.923003187129742),310,-12.92305511,34.29306032,70.6517,0.8302,5GVP37GV+Q6FQ,1
9,1655.0,1629.0,1855.0,2157.0,3333.0,2586.0,274,POINT (34.29305974615455 -12.923093591664028),310,-12.92305511,34.29306032,70.6517,0.8302,5GVP37GV+Q6FQ,1
10,1709.0,2024.0,2076.0,2661.0,3689.0,3104.0,84,POINT (34.29398091853866 -12.92299862184314),923,-12.92300979,34.29401328,64.963,0.796,5GVP37GV+QJRM,1
11,1252.0,1177.0,1163.0,2155.0,2486.0,1718.0,90,POINT (34.29453390094857 -12.92299588111086),2651,-12.92298284,34.29452864,63.4774,0.7459,5GVP37GV+RR2Q,1
12,1336.0,1362.0,1338.0,1935.0,2164.0,1600.0,91,POINT (34.29462606467118 -12.922995424208375),481,-12.92302391,34.29464347,99.247,0.834,5GVP37GV+QVR4,1
13,1279.0,1257.0,1311.0,1923.0,2420.0,1824.0,98,POINT (34.29527121063032 -12.922992224980794),1608,-12.92299538,34.29530083,52.5439,0.6573,5GVP37GW+R434,1
14,1375.0,1258.0,1493.0,1931.0,2582.0,1958.0,117,POINT (34.29702232021619 -12.922983533333984),1448,-12.92298474,34.29702106,31.4566,0.7803,5GVP37GW+RR2P,1
15,1811.0,2158.0,2028.0,2410.0,3575.0,3313.0,124,POINT (34.297667465530594 -12.922980328190238),2352,-12.92296093,34.29763133,87.3254,0.7807,5GVP37GX+R36C,1
16,1541.0,1442.0,1487.0,1741.0,2796.0,2388.0,131,POINT (34.29831261067122 -12.922977121453684),2154,-12.92297472,34.29832557,74.0054,0.7908,5GVP37GX+R883,1
17,1344.0,1238.0,1401.0,1713.0,2901.0,2493.0,134,POINT (34.29858910139256 -12.922975746650424),162,-12.92294432,34.29856655,55.0109,0.7572,5GVP37GX+RCG6,1
18,1247.0,1141.0,1300.0,2017.0,2867.0,2157.0,146,POINT (34.29969506395839 -12.922970244511822),1230,-12.92299102,34.29967476,43.4842,0.6433,5GVP37GX+RV38,1
19,1549.0,1587.0,1583.0,2257.0,3136.0,2716.0,213,POINT (34.287437746929555 -12.923121369719892),1139,-12.92315313,34.28745197,103.7515,0.7334,5GVP37GP+PXPV,1
20,2520.0,2308.0,2718.0,2748.0,3136.0,2716.0,214,POINT (34.287529910957 -12.92312091531714),996,-12.92315067,34.28753992,57.4446,0.776,5GVP37GQ+P2MV,1
