,B2,B3,B4,B8,B11,B12,row,geometry,index_right,latitude,longitude,area_in_meters,confidence,full_plus_code,building
0,1065.0,985.0,1112.0,1895.0,2571.0,1816.0,316,POINT (33.677264618890675 -14.015317204183328),107,-14.01531113,33.67727303,18.7122,0.6388,5GQMXMMG+VWCG,1
1,1069.0,957.0,1008.0,1829.0,2224.0,1421.0,338,POINT (33.67930182125296 -14.015311501155828),665,-14.01531287,33.67932539,39.588,0.8155,5GQMXMMH+VPGF,1
2,1153.0,993.0,1129.0,1662.0,2698.0,1860.0,957,POINT (33.68106202232112 -14.015577802323532),352,-14.01559262,33.68107663,36.7682,0.7671,5GQMXMMJ+QC87,1
3,1062.0,977.0,803.0,2509.0,1902.0,1100.0,1305,POINT (33.67624734089414 -14.015772116876471),627,-14.01573386,33.67625032,60.661,0.763,5GQMXMMG+PG2J,1
4,1746.0,1654.0,1938.0,2457.0,3153.0,2399.0,1365,POINT (33.6818033573008 -14.015756545658796),889,-14.01578543,33.68177821,117.9668,0.7789,5GQMXMMJ+MPJH,1
5,1009.0,866.0,804.0,1628.0,1935.0,1353.0,1493,POINT (33.675136401074674 -14.015865629372705),767,-14.01592388,33.67516404,124.4562,0.7286,5GQMXMMG+J3M2,1
6,1007.0,840.0,801.0,1498.0,1935.0,1353.0,1693,POINT (33.67513666535262 -14.015956042911084),767,-14.01592388,33.67516404,124.4562,0.7286,5GQMXMMG+J3M2,1
7,1207.0,1103.0,1282.0,1771.0,3087.0,2389.0,1560,POINT (33.68134062289773 -14.015848261548308),362,-14.0158614,33.68132471,22.8387,0.688,5GQMXMMJ+MG4F,1
8,1039.0,922.0,885.0,1726.0,1876.0,1166.0,1702,POINT (33.675970069101986 -14.01595371913974),629,-14.0159242,33.67598614,82.3555,0.7448,5GQMXMMG+J9Q4,1
9,1087.0,923.0,836.0,1157.0,1196.0,934.0,1903,POINT (33.67606293415143 -14.016043874286384),701,-14.01612478,33.67608074,309.9546,0.6125,5GQMXMMG+HC44,1
10,1104.0,938.0,878.0,1123.0,1196.0,934.0,2103,POINT (33.67606319879556 -14.016134287806098),701,-14.01612478,33.67608074,309.9546,0.6125,5GQMXMMG+HC44,1
11,1122.0,928.0,863.0,1058.0,1549.0,1089.0,2303,POINT (33.676063463441565 -14.016224701325129),701,-14.01612478,33.67608074,309.9546,0.6125,5GQMXMMG+HC44,1
12,1052.0,946.0,868.0,1366.0,1650.0,1166.0,2094,POINT (33.675229794410754 -14.01613661192708),268,-14.01620884,33.67525212,373.6823,0.7134,5GQMXMMG+G46J,1
13,1126.0,1055.0,1028.0,1490.0,1530.0,1020.0,2294,POINT (33.675230058730584 -14.016227025461692),268,-14.01620884,33.67525212,373.6823,0.7134,5GQMXMMG+G46J,1
14,1082.0,995.0,938.0,1651.0,1530.0,1020.0,2494,POINT (33.67523032305229 -14.01631743899563),268,-14.01620884,33.67525212,373.6823,0.7134,5GQMXMMG+G46J,1
15,1152.0,1107.0,1286.0,1879.0,2859.0,2185.0,2157,POINT (33.68106362189972 -14.016120282888512),301,-14.01611557,33.68107564,44.7873,0.8525,5GQMXMMJ+HC47,1
16,1208.0,1171.0,1247.0,2118.0,2612.0,2016.0,2392,POINT (33.68430490179873 -14.016201563877376),27,-14.01619715,33.68429211,22.3129,0.6475,5GQMXMMM+GPF3,1
17,1098.0,986.0,1015.0,1680.0,1653.0,1166.0,2497,POINT (33.67550812474825 -14.016316664596726),394,-14.01629457,33.67546663,55.5965,0.8198,5GQMXMMG+F5P9,1
18,1084.0,974.0,966.0,1640.0,1653.0,1166.0,2498,POINT (33.67560072530981 -14.016316406392985),480,-14.0163248,33.67560979,12.1298,0.7261,5GQMXMMG+F6H4,1
19,1184.0,1124.0,1310.0,1940.0,2896.0,2223.0,2560,POINT (33.681341956447184 -14.016300328651122),791,-14.01628312,33.68135577,24.5029,0.7803,5GQMXMMJ+FGQM,1
20,1224.0,1189.0,1467.0,1933.0,2755.0,2218.0,2562,POINT (33.68152715733067 -14.016299807749554),686,-14.0163026,33.68153412,25.5336,0.7887,5GQMXMMJ+FJFR,1
21,1339.0,1379.0,1668.0,2064.0,2908.0,2283.0,2587,POINT (33.68384216773399 -14.016293284537056),160,-14.01629006,33.68383658,14.6506,0.7387,5GQMXMMM+FGP9,1
22,1302.0,1263.0,1440.0,1911.0,2885.0,2341.0,2599,POINT (33.68495337230564 -14.016290145539292),541,-14.01628082,33.68498911,104.0933,0.846,5GQMXMMM+FXQP,1
23,1170.0,1159.0,1324.0,2001.0,1979.0,1368.0,2700,POINT (33.67578619096834 -14.016406303402215),643,-14.0164111,33.67578128,15.6471,0.7215,5GQMXMMG+C8MC,1
24,1186.0,1095.0,1199.0,1955.0,2130.0,1461.0,2702,POINT (33.67597139215081 -14.016405786743562),156,-14.01643299,33.6759412,50.9898,0.8007,5GQMXMMG+C9GJ,1
25,1162.0,1164.0,1499.0,1920.0,2905.0,2217.0,2757,POINT (33.68106442171458 -14.01639152316184),386,-14.01635726,33.68108187,47.2787,0.8318,5GQMXMMJ+FC4P,1
26,1192.0,1118.0,1321.0,1955.0,2701.0,2183.0,2763,POINT (33.68162002459388 -14.01638996065898),377,-14.01637494,33.6816302,28.7629,0.8036,5GQMXMMJ+FM22,1
27,1239.0,1226.0,1448.0,2010.0,2767.0,2136.0,2784,POINT (33.68356463413366 -14.016384481866854),0,-14.01635945,33.68356639,36.7074,0.8299,5GQMXMMM+FC4J,1
28,1280.0,1237.0,1349.0,1831.0,2393.0,1811.0,2804,POINT (33.6854166424398 -14.016379249461108),260,-14.01638371,33.68543981,49.7576,0.8274,5GQMXMMP+C5WJ,1
29,1073.0,1002.0,1108.0,1930.0,2526.0,1826.0,2955,POINT (33.68087948727592 -14.016482457139611),550,-14.01648628,33.68087732,20.3238,0.7246,5GQMXMMJ+C92C,1
30,1277.0,1258.0,1547.0,1930.0,2881.0,2242.0,2959,POINT (33.68124988936315 -14.016481415888697),328,-14.01648821,33.68123269,25.8864,0.7525,5GQMXMMJ+CF5F,1
31,1302.0,1344.0,1533.0,1958.0,2849.0,2191.0,2968,POINT (33.68208329394858 -14.016479071004),602,-14.01648967,33.68206612,73.2114,0.7838,5GQMXMMJ+CR4C,1
32,1120.0,1079.0,1268.0,1846.0,2873.0,2220.0,2970,POINT (33.682268494946705 -14.016478549529255),382,-14.01645195,33.68225449,73.5322,0.7759,5GQMXMMJ+CW6R,1
33,1135.0,1111.0,1289.0,1836.0,2278.0,1786.0,2975,POINT (33.6827314974088 -14.016477245223127),584,-14.01644611,33.68277231,92.6569,0.8402,5GQMXMMM+C4C4,1
34,1137.0,1030.0,1121.0,1724.0,2393.0,1811.0,3003,POINT (33.68532431031847 -14.01646992476011),355,-14.01644729,33.68532227,36.2395,0.7775,5GQMXMMP+C4G3,1
35,1135.0,995.0,1018.0,1709.0,2433.0,1894.0,3007,POINT (33.68569471204086 -14.016468876714924),775,-14.01645992,33.68569614,26.3802,0.7559,5GQMXMMP+C78M,1
36,1052.0,967.0,860.0,1899.0,1673.0,1062.0,3094,POINT (33.67523111602866 -14.016588679593372),666,-14.01666184,33.67533822,428.4468,0.6816,5GQMXMMG+84PH,1
37,1210.0,1165.0,1089.0,2029.0,1953.0,1496.0,3095,POINT (33.6753237167046 -14.0165884214906),666,-14.01666184,33.67533822,428.4468,0.6816,5GQMXMMG+84PH,1
38,1067.0,979.0,892.0,2217.0,1673.0,1062.0,3294,POINT (33.675231380357886 -14.016679093124596),666,-14.01666184,33.67533822,428.4468,0.6816,5GQMXMMG+84PH,1
39,1193.0,1082.0,1074.0,1860.0,1953.0,1496.0,3295,POINT (33.67532398107006 -14.016678835020093),666,-14.01666184,33.67533822,428.4468,0.6816,5GQMXMMG+84PH,1
40,1229.0,1224.0,1140.0,1805.0,1953.0,1496.0,3296,POINT (33.67541658178035 -14.0166785768802),666,-14.01666184,33.67533822,428.4468,0.6816,5GQMXMMG+84PH,1
41,1224.0,1229.0,1162.0,1558.0,1968.0,1441.0,3496,POINT (33.67541684618393 -14.016768990407282),666,-14.01666184,33.67533822,428.4468,0.6816,5GQMXMMG+84PH,1
42,1119.0,1099.0,1076.0,1896.0,1933.0,1429.0,3097,POINT (33.67550891805082 -14.016587905178891),608,-14.01657395,33.67553172,101.9401,0.8541,5GQMXMMG+96F2,1
43,1232.0,1183.0,1408.0,1751.0,2931.0,2301.0,3162,POINT (33.68152795770054 -14.016571047992626),4,-14.01659307,33.68157381,61.4425,0.8373,5GQMXMMJ+9J87,1
44,1274.0,1186.0,1379.0,1638.0,2695.0,2235.0,3163,POINT (33.68162055824817 -14.016570787483522),116,-14.01658475,33.68165278,41.0251,0.7872,5GQMXMMJ+9M6Q,1
45,1221.0,1137.0,1381.0,1751.0,2653.0,2052.0,3369,POINT (33.68217642854159 -14.016659637086534),619,-14.01669327,33.68216733,101.852,0.8121,5GQMXMMJ+8VF7,1
46,1228.0,1159.0,1356.0,1766.0,2558.0,1963.0,3569,POINT (33.682176695590925 -14.01675005048662),619,-14.01669327,33.68216733,101.852,0.8121,5GQMXMMJ+8VF7,1
47,1216.0,1117.0,1206.0,1573.0,2545.0,2018.0,3372,POINT (33.682454230247686 -14.016658854704684),764,-14.01664892,33.68249096,250.9703,0.8258,5GQMXMMJ+8XX4,1
48,1363.0,1394.0,1414.0,1651.0,2617.0,2310.0,3373,POINT (33.68254683081259 -14.01665859383996),764,-14.01664892,33.68249096,250.9703,0.8258,5GQMXMMJ+8XX4,1
49,1342.0,1188.0,1382.0,2102.0,2621.0,2047.0,3401,POINT (33.68513964585837 -14.016651275260456),809,-14.01665508,33.68515127,28.4971,0.8236,5GQMXMMP+83JQ,1
50,1348.0,1330.0,1543.0,2034.0,2464.0,1908.0,3403,POINT (33.68532484687597 -14.01665075144316),944,-14.01666112,33.68530321,30.6406,0.845,5GQMXMMP+84MG,1
51,1221.0,1235.0,1578.0,2077.0,2543.0,2004.0,3563,POINT (33.681621091910046 -14.016751614305344),168,-14.01676448,33.68161834,62.7625,0.7901,5GQMXMMJ+7JXH,1
52,1234.0,1219.0,1439.0,2037.0,2795.0,2312.0,3597,POINT (33.68476951186445 -14.016742735821442),238,-14.01676369,33.68475679,24.8979,0.7384,5GQMXMMM+7WRC,1
53,1250.0,1186.0,1348.0,1764.0,2514.0,2038.0,3616,POINT (33.68652892205724 -14.016737756498136),794,-14.01671352,33.68652993,37.7318,0.8156,5GQMXMMP+8J6H,1
54,1429.0,1249.0,1114.0,2004.0,1968.0,1441.0,3696,POINT (33.675417110589386 -14.016859403933688),558,-14.01684954,33.67546142,125.0233,0.8147,5GQMXMMG+7585,1
55,1084.0,1036.0,932.0,2114.0,1951.0,1433.0,3697,POINT (33.67550971137029 -14.016859145754948),558,-14.01684954,33.67546142,125.0233,0.8147,5GQMXMMG+7585,1
56,1391.0,1295.0,1491.0,1792.0,2789.0,2284.0,3790,POINT (33.68412157574817 -14.01683498045136),340,-14.01684372,33.68411053,60.8981,0.8567,5GQMXMMM+7J98,1
57,1452.0,1381.0,1511.0,1931.0,2827.0,2335.0,3799,POINT (33.684954981108326 -14.016832625630586),523,-14.01681913,33.68494728,23.7569,0.7469,5GQMXMMM+7XG7,1
58,1499.0,1357.0,1597.0,2040.0,2944.0,2309.0,3810,POINT (33.685973587450064 -14.016829743623662),415,-14.01688353,33.68595646,97.0004,0.8752,5GQMXMMP+69WP,1
59,1741.0,1529.0,1792.0,2102.0,2905.0,2479.0,4010,POINT (33.68597385598919 -14.016920156950512),415,-14.01688353,33.68595646,97.0004,0.8752,5GQMXMMP+69WP,1
60,1228.0,1264.0,1517.0,1955.0,2853.0,2326.0,3812,POINT (33.68615878857832 -14.016829219162362),420,-14.01683469,33.68618318,30.7313,0.6945,5GQMXMMP+7F7Q,1
61,1155.0,1109.0,1287.0,1829.0,2626.0,1876.0,3866,POINT (33.691159216149195 -14.016815005201256),190,-14.01680127,33.69121837,140.4174,0.833,5GQMXMMR+7FGX,1
62,1150.0,1046.0,1262.0,1638.0,2793.0,2052.0,3867,POINT (33.69125181660704 -14.016814741006598),190,-14.01680127,33.69121837,140.4174,0.833,5GQMXMMR+7FGX,1
63,1133.0,1097.0,1292.0,1889.0,2835.0,2060.0,3971,POINT (33.68236243105206 -14.016930355721758),461,-14.01694063,33.68239386,34.8831,0.7182,5GQMXMMJ+6XC8,1
64,1348.0,1323.0,1565.0,1848.0,2547.0,2072.0,4068,POINT (33.691344687704195 -14.016904890001037),94,-14.01688457,33.69136922,111.1559,0.8584,5GQMXMMR+6GXQ,1
65,1181.0,1145.0,1404.0,1872.0,2952.0,2219.0,4176,POINT (33.6828257017195 -14.017019464580768),222,-14.01706455,33.68284149,77.6295,0.7206,5GQMXMMM+54GH,1
66,1220.0,1166.0,1327.0,1729.0,2951.0,2385.0,4185,POINT (33.68365910797168 -14.017017114187327),220,-14.0170236,33.68365512,9.8741,0.6632,5GQMXMMM+5FR5,1
67,1486.0,1412.0,1717.0,2116.0,3632.0,3182.0,4187,POINT (33.683844309340145 -14.017016591488405),531,-14.01703102,33.68386732,45.9727,0.8512,5GQMXMMM+5GQQ,1
68,1930.0,2120.0,2648.0,2638.0,3632.0,3182.0,4188,POINT (33.68393691002153 -14.01701633008586),56,-14.01704381,33.68394976,68.7077,0.8739,5GQMXMMM+5HP7,1
69,1177.0,1135.0,1200.0,1694.0,2438.0,1901.0,4207,POINT (33.68569632260608 -14.01701135671377),674,-14.01700027,33.68568127,25.3614,0.7699,5GQMXMMP+57VX,1
70,1212.0,1138.0,1244.0,1687.0,2438.0,1901.0,4208,POINT (33.68578892324937 -14.01701109460346),862,-14.01700901,33.68579796,26.6996,0.8026,5GQMXMMP+58VP,1
71,1304.0,1259.0,1447.0,1749.0,2905.0,2479.0,4209,POINT (33.68588152389075 -14.017010832457766),399,-14.01702189,33.68588774,21.7653,0.8085,5GQMXMMP+59R3,1
72,1317.0,1331.0,1608.0,1980.0,2627.0,1992.0,4266,POINT (33.69115975728863 -14.016995831656631),97,-14.01703715,33.69113913,42.7528,0.7938,5GQMXMMR+5FJF,1
73,1176.0,1163.0,1385.0,1890.0,3225.0,2865.0,4385,POINT (33.683659375608514 -14.0171075275567),1001,-14.01711844,33.68365127,24.7672,0.627,5GQMXMMM+5F29,1
74,1163.0,1034.0,1175.0,1831.0,3225.0,2865.0,4386,POINT (33.68375197632995 -14.01710726622318),793,-14.01709175,33.68376149,29.1798,0.7265,5GQMXMMM+5G67,1
75,1618.0,1833.0,2107.0,2391.0,3970.0,3948.0,4387,POINT (33.68384457704948 -14.017107004854273),496,-14.0171099,33.68383875,38.3938,0.8361,5GQMXMMM+5G4Q,1
76,2216.0,2480.0,3096.0,2969.0,3970.0,3948.0,4388,POINT (33.6839371777671 -14.017106743449975),553,-14.01712876,33.68393215,66.9812,0.862,5GQMXMMM+4HVX,1
