B2,B3,B4,B8,B11,B12,latitude,longitude
1249.0,1225.0,1302.0,2446.0,2829.0,1859.0,-12.922942831742356,34.28697600062011
1235.0,1206.0,1241.0,2534.0,2808.0,1773.0,-12.922942377508706,34.28706816459886
1222.0,1187.0,1225.0,2596.0,2808.0,1773.0,-12.92294192324255,34.287160328574096
1206.0,1120.0,1161.0,2352.0,2883.0,1923.0,-12.922941468943888,34.28725249254581
1293.0,1270.0,1410.0,2312.0,2883.0,1923.0,-12.922941014612718,34.28734465651401
1336.0,1296.0,1375.0,1966.0,2928.0,2308.0,-12.922940560249042,34.28743682047869
1311.0,1105.0,1254.0,1761.0,2928.0,2308.0,-12.92294010585286,34.287528984439845
1197.0,1171.0,1134.0,2397.0,2829.0,1859.0,-12.923033236494524,34.28697646367809
1245.0,1197.0,1312.0,2429.0,2808.0,1773.0,-12.923032782257591,34.28706862768998
1251.0,1215.0,1301.0,2422.0,2808.0,1773.0,-12.92303232798815,34.28716079169835
1257.0,1246.0,1333.0,2422.0,2883.0,1923.0,-12.923031873686204,34.28725295570321
1319.0,1267.0,1455.0,2438.0,2883.0,1923.0,-12.923031419351748,34.28734511970454
1357.0,1362.0,1432.0,2015.0,2928.0,2308.0,-12.923030964984788,34.28743728370237
1615.0,1563.0,1704.0,2010.0,2928.0,2308.0,-12.923030510585319,34.28752944769666
1425.0,1498.0,1502.0,1992.0,2845.0,2216.0,-12.923030056153346,34.28762161168744
1336.0,1265.0,1414.0,1929.0,2845.0,2216.0,-12.923029601688864,34.2877137756747
1320.0,1407.0,1563.0,2011.0,3119.0,2497.0,-12.923029147191874,34.28780593965845
1916.0,1573.0,2229.0,2367.0,3119.0,2497.0,-12.92302869266238,34.28789810363867
1546.0,1559.0,1726.0,2398.0,3168.0,2552.0,-12.923028238100375,34.28799026761537
1299.0,1250.0,1501.0,1913.0,3168.0,2552.0,-12.923027783505866,34.28808243158855
1348.0,1261.0,1406.0,1855.0,2934.0,2332.0,-12.923027328878849,34.28817459555821
1456.0,1554.0,1628.0,2098.0,2934.0,2332.0,-12.923026874219326,34.288266759524355
1403.0,1331.0,1613.0,2199.0,2940.0,2250.0,-12.923026419527297,34.288358923486975
1240.0,1157.0,1281.0,2211.0,2940.0,2250.0,-12.92302596480276,34.28845108744608
1365.0,1379.0,1549.0,2307.0,3010.0,2160.0,-12.923025510045715,34.288543251401656
1319.0,1249.0,1487.0,2084.0,3010.0,2160.0,-12.923025055256165,34.28863541535371
1299.0,1212.0,1376.0,2076.0,2730.0,2057.0,-12.923024600434106,34.28872757930224
1309.0,1371.0,1460.0,1899.0,2730.0,2057.0,-12.923024145579541,34.28881974324725
1489.0,1368.0,1556.0,2060.0,2533.0,1787.0,-12.923023690692471,34.28891190718874
1476.0,1348.0,1568.0,2208.0,2533.0,1787.0,-12.923023235772892,34.289004071126705
1248.0,1201.0,1437.0,2153.0,2663.0,1700.0,-12.923022780820807,34.28909623506115
1301.0,1345.0,1540.0,2410.0,2663.0,1700.0,-12.923022325836214,34.28918839899207
1401.0,1365.0,1811.0,2514.0,3135.0,2143.0,-12.923021870819115,34.289280562919465
1389.0,1492.0,1830.0,2562.0,3135.0,2143.0,-12.92302141576951,34.28937272684334
1538.0,1461.0,1833.0,2331.0,3213.0,2318.0,-12.923020960687396,34.28946489076368
1563.0,1453.0,1630.0,2304.0,3213.0,2318.0,-12.923020505572776,34.289557054680515
1278.0,1213.0,1464.0,2140.0,2959.0,2102.0,-12.923020050425652,34.289649218593816
1318.0,1302.0,1570.0,2299.0,2959.0,2102.0,-12.923019595246018,34.289741382503585
1250.0,1211.0,1375.0,2404.0,2926.0,2194.0,-12.923019140033878,34.28983354640984
1231.0,1154.0,1296.0,2223.0,2926.0,2194.0,-12.92301868478923,34.289925710312566
1380.0,1526.0,1697.0,2451.0,2896.0,2232.0,-12.92301822951208,34.29001787421176
1405.0,1306.0,1672.0,2241.0,2896.0,2232.0,-12.923017774202417,34.290110038107436
1403.0,1436.0,1568.0,2146.0,2782.0,2083.0,-12.92301731886025,34.290202201999584
1555.0,1621.0,1957.0,2509.0,2782.0,2083.0,-12.923016863485577,34.29029436588821
1381.0,1499.0,1747.0,2572.0,3032.0,2378.0,-12.923016408078396,34.2903865297733
1380.0,1454.0,1786.0,2704.0,3032.0,2378.0,-12.923015952638709,34.290478693654876
1516.0,1599.0,2135.0,2934.0,3474.0,2677.0,-12.923015497166515,34.290570857532906
1389.0,1499.0,1855.0,2674.0,3474.0,2677.0,-12.923015041661813,34.290663021407426
1308.0,1256.0,1588.0,2125.0,3356.0,2558.0,-12.923014586124607,34.290755185278414
1373.0,1615.0,1611.0,2260.0,3356.0,2558.0,-12.923014130554893,34.29084734914587
2112.0,1843.0,2431.0,2562.0,4355.0,3318.0,-12.923013674952673,34.2909395130098
2313.0,3772.0,2980.0,4305.0,4355.0,3318.0,-12.923013219317944,34.291031676870205
3088.0,4068.0,5037.0,5006.0,4086.0,3303.0,-12.923012763650709,34.29112384072708
1538.0,1721.0,1822.0,2223.0,4086.0,3303.0,-12.923012307950968,34.29121600458042
1455.0,1386.0,1533.0,1763.0,2757.0,2114.0,-12.923011852218721,34.29130816843024
1336.0,1313.0,1399.0,1751.0,2757.0,2114.0,-12.923011396453965,34.29140033227653
1470.0,1311.0,1461.0,1590.0,2552.0,2017.0,-12.923010940656704,34.29149249611929
1423.0,1289.0,1384.0,1779.0,2552.0,2017.0,-12.923010484826936,34.29158465995852
1467.0,1453.0,1741.0,2111.0,2796.0,2104.0,-12.923010028964661,34.29167682379421
1508.0,1564.0,1774.0,2225.0,2796.0,2104.0,-12.923009573069882,34.29176898762638
1380.0,1471.0,1607.0,2201.0,2968.0,2187.0,-12.923009117142593,34.29186115145502
1349.0,1336.0,1540.0,2149.0,2968.0,2187.0,-12.923008661182799,34.29195331528012
1485.0,1512.0,1776.0,2219.0,3276.0,2495.0,-12.923008205190497,34.292045479101695
1410.0,1422.0,1760.0,2358.0,3276.0,2495.0,-12.923007749165688,34.29213764291974
1313.0,1238.0,1529.0,2176.0,3225.0,2295.0,-12.923007293108373,34.29222980673425
1345.0,1297.0,1568.0,2411.0,3225.0,2295.0,-12.923006837018551,34.29232197054523
1289.0,1327.0,1391.0,2348.0,2661.0,1959.0,-12.923006380896224,34.29241413435268
1179.0,1070.0,1061.0,2221.0,2661.0,1959.0,-12.92300592474139,34.292506298156596
1119.0,1121.0,971.0,1969.0,2245.0,1507.0,-12.923005468554049,34.29259846195698
1295.0,1152.0,1131.0,2232.0,2245.0,1507.0,-12.923005012334201,34.292690625753835
1400.0,1344.0,1363.0,2237.0,2991.0,2280.0,-12.923004556081846,34.29278278954715
1412.0,1490.0,1782.0,2441.0,2991.0,2280.0,-12.923004099796984,34.292874953336934
1558.0,1712.0,2055.0,2536.0,3636.0,2928.0,-12.923003643479618,34.29296711712318
1740.0,1781.0,2071.0,2445.0,3636.0,2928.0,-12.923003187129742,34.2930592809059
1784.0,1651.0,2043.0,2509.0,3484.0,2743.0,-12.923002730747362,34.29315144468508
1549.0,1584.0,1961.0,2722.0,3484.0,2743.0,-12.923002274332475,34.29324360846073
1515.0,1546.0,1889.0,2563.0,3745.0,2903.0,-12.92300181788508,34.29333577223285
1730.0,1773.0,2185.0,2686.0,3745.0,2903.0,-12.923001361405179,34.29342793600143
1982.0,1912.0,2305.0,2793.0,4104.0,3350.0,-12.923000904892772,34.293520099766475
