B2,B3,B4,B8,B11,B12,latitude,longitude
1142.0,1067.0,1139.0,1233.0,1635.0,1678.0,-15.80453025753777,35.05093454745609
1079.0,963.0,991.0,1028.0,1635.0,1678.0,-15.804529376323645,35.05102786235971
910.0,799.0,742.0,858.0,1402.0,1541.0,-15.804528495069487,35.05112117725746
977.0,760.0,745.0,879.0,1402.0,1541.0,-15.8045276137753,35.05121449214932
1262.0,1162.0,1067.0,1055.0,1595.0,1739.0,-15.804526732441085,35.051307807035315
1359.0,1233.0,1225.0,1219.0,1595.0,1739.0,-15.804525851066844,35.051401121915426
1330.0,1264.0,1248.0,1248.0,2076.0,2167.0,-15.804524969652574,35.05149443678966
1480.0,1401.0,1421.0,1382.0,2076.0,2167.0,-15.804524088198274,35.051587751658005
1288.0,1186.0,1293.0,1389.0,2484.0,2439.0,-15.804523206703943,35.05168106652048
1009.0,929.0,1037.0,1263.0,2484.0,2439.0,-15.804522325169586,35.05177438137707
1191.0,1130.0,1388.0,1580.0,2662.0,2671.0,-15.8045214435952,35.05186769622779
1335.0,1356.0,1567.0,1718.0,2662.0,2671.0,-15.80452056198079,35.05196101107262
1379.0,1423.0,1559.0,1693.0,2621.0,2753.0,-15.804519680326345,35.05205432591157
1499.0,1427.0,1548.0,1536.0,2621.0,2753.0,-15.804518798631875,35.05214764074465
1847.0,1817.0,1829.0,1724.0,2761.0,3051.0,-15.804517916897375,35.05224095557183
1886.0,1849.0,1846.0,1684.0,2761.0,3051.0,-15.804517035122847,35.052334270393146
1833.0,1694.0,1722.0,1636.0,2374.0,2309.0,-15.804516153308292,35.05242758520857
1436.0,1382.0,1326.0,1682.0,2374.0,2309.0,-15.804515271453708,35.052520900018116
1041.0,959.0,852.0,2586.0,2120.0,1412.0,-15.804514389559095,35.05261421482178
897.0,910.0,692.0,3281.0,2120.0,1412.0,-15.804513507624455,35.05270752961956
925.0,926.0,705.0,3323.0,2111.0,1187.0,-15.804512625649783,35.05280084441146
933.0,926.0,735.0,3280.0,2111.0,1187.0,-15.804511743635086,35.05289415919747
926.0,916.0,718.0,2962.0,2074.0,1194.0,-15.804510861580361,35.05298747397761
1083.0,958.0,985.0,1301.0,1635.0,1678.0,-15.804620605044692,35.05093545759533
1176.0,975.0,1004.0,1059.0,1635.0,1678.0,-15.804619723825272,35.05102877254029
987.0,803.0,773.0,791.0,1402.0,1541.0,-15.80461884256582,35.05112208747938
1024.0,856.0,799.0,886.0,1402.0,1541.0,-15.804617961266343,35.05121540241259
